"brand";"model_year";"milage";"fuel_type";"engine";"transmission";"ext_col";"int_col";"accident";"clean_title";"price_dollar";"horsepower";"cylinders"
"Cadillac";2018;46711;"Gasoline";"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";20850;304;6
"Nissan";2017;46496;"Gasoline";"375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";41000;375;8
"Mercedes-Benz";2019;19800;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";53800;362;6
"Toyota";2008;175000;"Gasoline";"381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";37900;381;8
"Toyota";2016;61500;"Gasoline";"381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";63500;381;8
"RAM";2016;49750;"Gasoline";"280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";65000;280;6
"Lamborghini";2007;38800;"Gasoline";"493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"Orange";"None reported";"Yes";1e+05;493;10
"Lincoln";2011;83765;"Gasoline";"263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";8995;263;6
"Mercedes-Benz";2023;7388;"Electric";"355.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"Beige";"None reported";"Yes";105500;355;0
"Lamborghini";2021;13692;"Gasoline";"641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"None reported";"Yes";257000;641;8
"INFINITI";2013;60058;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";15000;328;6
"Maserati";2017;54423;"Gasoline";"424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";33950;424;6
"Ford";2022;2050;"Gasoline";"760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";94999;760;8
"Lincoln";2019;64855;"Gasoline";"450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Beige";"None reported";"Yes";46995;450;6
"Mercedes-Benz";2022;16238;"Electric";"329.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Beige";"None reported";"Yes";62479;329;0
"Lincoln";2004;36524;"Gasoline";"239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";14900;239;8
"Honda";2003;224000;"Gasoline";"160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Gray";"None reported";"Yes";3900;160;4
"Mercedes-Benz";2014;80581;"Gasoline";"402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"None reported";"Yes";26000;402;8
"Mazda";2007;81400;"Gasoline";"166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"–";"At least 1 accident or damage reported";"Yes";11000;166;4
"Porsche";2019;6700;"Gasoline";"300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";63000;300;4
"Ford";2015;143000;"Gasoline";"275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Gray";"None reported";"Yes";22500;275;6
"INFINITI";2010;116451;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Manual";"White";"Gray";"None reported";"Yes";16500;328;6
"Nissan";2019;53677;"Gasoline";"390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Gray";"None reported";"Yes";27900;390;8
"Audi";2021;12000;"Hybrid";"444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"None reported";"Yes";77500;444;6
"Ford";2020;32000;"Diesel";"210.0HP 2.0L 4 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Black";"None reported";"Yes";68000;210;4
"INFINITI";2014;70312;"Gasoline";"330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";19995;330;6
"Jeep";2022;8794;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";54000;285;6
"Lincoln";2010;156000;"Gasoline";"265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";5900;265;6
"Mercedes-Benz";2018;67100;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";34250;362;6
"Porsche";2014;52000;"Gasoline";"275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";37000;275;6
"Acura";2011;137200;"Gasoline";"300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";12000;300;6
"Volkswagen";2018;36000;"Gasoline";"292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";32000;292;4
"Kia";2023;15500;"Gasoline";"147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";24500;147;4
"BMW";2015;846;"Plug-In Hybrid";"357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas";"Automatic";"White";"White";"None reported";"Yes";86999;357;3
"Lincoln";2017;37375;"Gasoline";"400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Brown";"None reported";"Yes";27500;400;6
"Tesla";2021;21600;"Electric";"271.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";31000;271;0
"Porsche";2019;9500;"Gasoline";"350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";69000;350;4
"Chevrolet";2005;143095;"Gasoline";"400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";16000;400;8
"Acura";2002;80000;"Gasoline";"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Beige";"Beige";"At least 1 accident or damage reported";"Yes";8500;200;4
"Ferrari";2021;3000;"Gasoline";"611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Brown";"None reported";"Yes";275000;611;8
"Porsche";2007;5856;"Gasoline";"295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";45000;295;6
"Mercedes-Benz";2022;4102;"Hybrid";"603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";144664;603;8
"Honda";2021;14442;"Gasoline";"280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";38500;280;6
"Mercedes-Benz";2005;64000;"Gasoline";"302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";12995;302;8
"Lexus";2004;154000;"Gasoline";"235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";10000;235;8
"Lexus";2015;54000;"Gasoline";"235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";27000;235;4
"Dodge";2007;232492;"Gasoline";"210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Gray";"At least 1 accident or damage reported";"Yes";6000;210;6
"Mercedes-Benz";2018;71962;"Gasoline";"469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";46900;469;8
"Subaru";2023;5800;"Gasoline";"228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";29990;228;4
"BMW";2016;40080;"Gasoline";"315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";28499;315;6
"Kia";2020;57000;"Gasoline";"365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"At least 1 accident or damage reported";"Yes";36500;365;6
"Subaru";2004;122000;"Gasoline";"210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gold";"Black";"At least 1 accident or damage reported";"Yes";9999;210;4
"BMW";2016;62500;"Gasoline";"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Orange";"At least 1 accident or damage reported";"Yes";40500;425;6
"Hyundai";2013;72000;"Gasoline";"429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";17500;429;8
"BMW";2020;40000;"Gasoline";"523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";53000;523;8
"Subaru";2014;77000;"Gasoline";"305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"At least 1 accident or damage reported";"Yes";30000;305;4
"Hyundai";2013;800;"Gasoline";"132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";9800;132;4
"Maserati";2015;45000;"Gasoline";"454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";41900;454;8
"INFINITI";2011;137000;"Gasoline";"420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Brown";"At least 1 accident or damage reported";"Yes";8500;420;8
"Chevrolet";2023;4000;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"At least 1 accident or damage reported";"Yes";73900;490;8
"Lexus";2018;52100;"Gasoline";"301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";38000;301;8
"BMW";2014;50100;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Beige";"None reported";"Yes";10795;240;4
"Alfa";2020;41000;"Gasoline";"280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";32400;280;4
"RAM";2021;70968;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";34000;395;8
"BMW";2015;26600;"Gasoline";"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"–";"None reported";"Yes";53000;425;6
"Tesla";2022;15443;"Electric";"670.0HP Electric Motor Electric Fuel System";"Automatic";"Red";"Black";"None reported";"Yes";84500;670;0
"Volvo";2018;95000;"Gasoline";"250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";18000;250;4
"Subaru";2005;94000;"Gasoline";"300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Blue";"None reported";"Yes";19500;300;4
"Cadillac";2014;110000;"Gasoline";"272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Beige";"None reported";"Yes";11000;272;4
"Genesis";2017;63500;"Gasoline";"420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";27500;420;8
"Mercedes-Benz";2009;21500;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";18000;268;6
"BMW";2020;18200;"Gasoline";"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";29500;228;4
"Audi";2015;51000;"Gasoline";"550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";102000;550;10
"Audi";2018;16400;"Gasoline";"292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Red";"None reported";"Yes";42800;292;4
"Toyota";2022;7000;"Hybrid";"437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Orange";"–";"None reported";"Yes";75500;437;6
"Audi";2016;68000;"Gasoline";"252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";20000;252;4
"BMW";2007;83000;"Gasoline";"230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";8995;230;6
"Audi";2018;25000;"Gasoline";"354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";50000;354;6
"BMW";2014;125450;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"None reported";"Yes";17200;320;6
"Chevrolet";2008;144000;"Gasoline";"323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";22000;323;8
"Audi";2015;126760;"Gasoline";"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";14000;211;4
"Subaru";2017;100680;"Gasoline";"256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"–";"None reported";"Yes";20500;256;6
"Mitsubishi";2001;90400;"Gasoline";"140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"–";"None reported";"Yes";4495;140;4
"BMW";2018;20500;"Gasoline";"600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";67000;600;8
"Dodge";2011;134000;"Gasoline";"390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";10500;390;8
"Ford";2015;84352;"Plug-In Hybrid";"188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas";"Automatic";"Blue";"Black";"At least 1 accident or damage reported";"Yes";10000;188;4
"Toyota";2022;19000;"Hybrid";"437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Orange";"Black";"None reported";"Yes";71000;437;6
"Land";2015;115550;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";17500;240;4
"Lincoln";2009;191775;"E85 Flex Fuel";"310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";9750;310;8
"Mercedes-Benz";2017;124630;"Diesel";"188.0HP 3.0L V6 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Black";"None reported";"Yes";75000;188;6
"Mercedes-Benz";2019;17000;"Gasoline";"603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";95000;603;8
"BMW";2018;73500;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Blue";"None reported";"Yes";32000;320;6
"Acura";1998;120000;"Gasoline";"140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"–";"At least 1 accident or damage reported";"Yes";5500;140;4
"BMW";2014;29500;"Gasoline";"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";40999;560;8
"Lexus";2023;1185;"Gasoline";"409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";120990;409;6
"INFINITI";2015;143250;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";11500;328;6
"BMW";2006;46508;"Gasoline";"215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Beige";"At least 1 accident or damage reported";"Yes";11500;215;6
"BMW";2015;18651;"Gasoline";"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";59549;560;8
"Rivian";2023;5700;"Electric";"835.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"White";"None reported";"Yes";95000;835;0
"BMW";2015;57550;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"White";"None reported";"Yes";29995;240;4
"Cadillac";2017;48600;"Gasoline";"640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";60999;640;8
"Ford";2020;119000;"Gasoline";"169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";18000;169;4
"Land";2020;36500;"Gasoline";"550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";72000;550;8
"Lexus";2010;121250;"Gasoline";"204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"White";"At least 1 accident or damage reported";"Yes";13250;204;6
"BMW";2023;2437;"Hybrid";"375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"None reported";"Yes";78350;375;6
"Volvo";2018;110380;"Gasoline";"316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"At least 1 accident or damage reported";"Yes";22000;316;4
"Hyundai";2008;149000;"Gasoline";"173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";3850;173;6
"Mercedes-Benz";2017;39000;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";39000;362;6
"Audi";2020;41856;"Gasoline";"591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";91500;591;8
"Rivian";2023;655;"Electric";"835.0HP Electric Motor Electric Fuel System";"Automatic";"Red";"Silver";"None reported";"Yes";94500;835;0
"Toyota";2019;54000;"Hybrid";"219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Gray";"Gray";"None reported";"Yes";33000;219;4
"Alfa";2019;26500;"Gasoline";"505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";53900;505;6
"Cadillac";2007;99000;"Gasoline";"403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";22999;403;8
"Nissan";2005;130307;"Gasoline";"287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";9950;287;6
"Subaru";2010;178000;"Gasoline";"170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";7600;170;4
"Honda";2003;160265;"Gasoline";"115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";3000;115;4
"Maserati";2016;1000;"Gasoline";"404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Red";"None reported";"Yes";36000;404;6
"Maserati";2017;49750;"Gasoline";"404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";27995;404;6
"Lexus";2002;121000;"Gasoline";"220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";6348;220;6
"Lincoln";2005;140000;"Gasoline";"302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";2000;302;8
"Lincoln";2016;38100;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Beige";"None reported";"Yes";21000;365;6
"Toyota";2010;138071;"Gasoline";"106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Gray";"None reported";"Yes";5000;106;4
"Mercedes-Benz";2019;40000;"Gasoline";"603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";72000;603;8
"Mercedes-Benz";2019;47850;"Gasoline";"416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";127899;416;8
"Hyundai";2014;128000;"Gasoline";"201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Red";"None reported";"Yes";11000;201;4
"Mercedes-Benz";2021;4700;"Hybrid";"496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";99900;496;8
"Mazda";1999;96680;"Gasoline";"140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Manual";"Green";"Beige";"At least 1 accident or damage reported";"Yes";12900;140;4
"Mercedes-Benz";2017;53500;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"At least 1 accident or damage reported";"Yes";33999;362;6
"Chevrolet";2007;11025;"Gasoline";"505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel";"Manual";"Orange";"Black";"None reported";"Yes";47500;505;8
"Ford";2021;44000;"Diesel";"475.0HP 6.7L 8 Cylinder Engine Diesel Fuel";"Automatic";"White";"Brown";"At least 1 accident or damage reported";"Yes";73000;475;8
"Volkswagen";2022;11000;"Gasoline";"184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"White";"None reported";"Yes";27900;184;4
"BMW";2012;103000;"Gasoline";"407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";16000;407;8
"BMW";2024;456;"Gasoline";"543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";128995;543;6
"Lexus";2018;64000;"Gasoline";"301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Brown";"None reported";"Yes";37300;301;8
"Audi";2017;108000;"Gasoline";"333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Brown";"None reported";"Yes";25999;333;6
"Alfa";2018;37045;"Gasoline";"280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"At least 1 accident or damage reported";"Yes";26600;280;4
"BMW";2015;65800;"Gasoline";"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";44950;425;6
"Audi";2019;33012;"Electric";"355.0HP Electric Motor Electric Fuel System";"Automatic";"Blue";"Beige";"None reported";"Yes";38000;355;0
"Lexus";2011;107818;"Gasoline";"204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"At least 1 accident or damage reported";"Yes";11400;204;6
"Land";2016;79500;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";19000;240;4
"Ferrari";2015;20000;"Gasoline";"553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Brown";"At least 1 accident or damage reported";"Yes";124990;553;8
